"","validationtext","y_val","predictions"
"1","i knew that",0,0.00888520479202271
"2","a soldier was wounded while in france",0,0.000198543071746826
"3","he came back to the small town where she was living still",1,0.999997496604919
"4","he was in a hospital back home",1,0.999999225139618
"5","he was wounded in france",0,0.00548020005226135
"6","love",0,0.0147242546081543
"7","it made him come closer to where grannie lives",1,0.999998152256012
"8","that he could see his grannie",1,0.999230623245239
"9","he saw his grandma",1,0.999588370323181
"10","that she got shot in france",0,0.832210779190063
"11","that he was in hospital after war",1,0.993609547615051
"12","he was brought back to wear grannie lives",1,0.999976396560669
"13","he ended up near his grannie",1,0.999976873397827
"14","he was sent to the hopital in the town where his grandma lived",1,1
"15","they were close to that small town where grannie lived",1,1
"16","it brought him closer to her",1,0.999464869499207
"17","he got very upset",0,0.995474338531494
"18","it brought him back to the city where his granny was",1,0.999964594841003
"19","he couldn't visit grannie she had to visit him",1,0.942515969276428
"20","he was brought to where his grannie lived",1,1
"21","when the poet was in hospital he felt lame",1,0.999995410442352
"22","tragic",0,0.0134501159191132
"23","it says i became a soilder and was wounded in france",0,0.00195452570915222
"24","that he could't go home",0,0.999845027923584
"25","the grany felt so frail so small",0,0.00293064117431641
"26","brought him close to his grannie",1,0.999935507774353
"27","i became a soldier and was wounded while in france",0,0.000119119882583618
"28","he went to his old town and saw his grannie",1,0.999944388866425
"29","he went back to a little town where he saw his grannie again",1,1
"30","very lame",1,0.997579276561737
"31","he got to write to his grannie to see if she could visit",1,0.987244367599487
"32","to write and ask if she could visit me",0,0.00236120820045471
"33","he wanted his grannie",0,0.00850486755371094
"34","to visit to him",0,0.893508076667786
"35","he was lame where he got hurt",1,0.999809384346008
"36","he got to see grannie again",1,0.999893188476562
"37","grannie turned to an old lady",0,0.000536203384399414
"38","it brought the poet close to where his grannie was living",1,0.999997317790985
"39","he got wounded this is my answer",0,0.0219197571277618
"40","he as near his granny vilage",1,0.998957991600037
"41","broke out i became a",0,0.00302943587303162
"42","it brought him to were his grannie stilll lived",1,0.999997854232788
"43","grannie was sad",0,0.000274181365966797
"44","saddness ",0,0.00871959328651428
"45","i believe its because this might also be about world war i or ii",0,0.00625285506248474
"46","he was near the place his grannie was living",1,0.999963402748108
