"","validationtext","y_val","predictions"
"1","he went home to the hospital",1,0.998705267906189
"2","had brought me close to that small town where she was still living",1,0.999882698059082
"3","back home in the hospitail",1,0.987153768539429
"4","home in hospital",1,0.987434387207031
"5","going to the hospital",1,0.970432043075562
"6","he was in a hospital near where his granny lived",1,0.999996960163116
"7","still very lame",1,0.99199652671814
"8","happiness",0,0.0206480920314789
"9","he as near his granny vilage",1,0.984313011169434
"10","was wounded while in france",0,0.00549009442329407
"11","a solder got wounded",0,0.00894883275032043
"12","that he was in a hospital near home",1,0.999729037284851
"13","realising that his grannie did so much for him",0,0.00924223661422729
"14","he gots to see his grandma because he was sent home",1,0.998026013374329
"15","he realised the circumstance and it had bought him close to his home town",1,0.885155200958252
"16","it brought him close to the small town where she lived",1,0.999993085861206
"17","it had bought him close to the town that his grannie lived in",1,0.994633674621582
"18","he had to go to the hospital and was still very lame",1,0.999672651290894
"19","he couldn't visit grannie she had to visit him",1,0.177579581737518
"20","he broke out",0,0.016461580991745
"21","back home in hospital",1,0.99470853805542
"22","realised she was there",0,0.0140082538127899
"23","had brought me back to that small town where she was living still",1,0.999548554420471
"24","he got wounded by getting shot",0,0.0268703699111938
"25","he was brough closer to the town where his grannie was living in",1,0.99838387966156
"26","she came to visit him",1,0.959463477134705
"27","that he ended up near his gran",1,0.996833205223083
"28","that he was near his grannie so she could visit him",1,0.964895844459534
"29","that is was very dreary and boring",0,0.0216846764087677
"30","i became a soldier and was wounded while in france",0,0.00319951772689819
"31","he was still close to his grannie",1,0.98723566532135
"32","his grannie came",1,0.961654186248779
"33","i broke out and became a soilder",0,0.0189044773578644
"34","so he would see his grannie",1,0.988921284675598
"35","she had a wound while she was in france",0,0.0169296562671661
"36","he was wounded when he became a soldier",0,0.017552524805069
"37","he was sent back close to his grannie's home",1,0.997340559959412
"38","love",0,0.0177173614501953
"39","vividly recall",0,0.0122938454151154
"40","i was wounded",0,0.00630497932434082
"41","he was abled to be closer to gran and he remembered her whilst he was closer",1,0.657867431640625
"42","realising the circumstance",0,0.0101295411586761
"43","the poet wanted to see grannie",0,0.942047476768494
"44","the poet got to see his grannie again",1,0.993955969810486
"45","he was in hospital and was wounded",1,0.98253071308136
"46","he was brought to a close town were grannie still lived",1,0.999847531318665
"47","she came and i still",1,0.969292342662811
"48","he put the word wounded",0,0.00938799977302551
"49","he got very lame",1,0.99143397808075
"50","it makes the reader feel sad",0,0.00572189688682556
"51","he got wounded back in france",0,0.0484843552112579
"52","a soldier got wounded",0,0.00655218958854675
"53","the effect was still remembering her",0,0.977223515510559
"54","he seized the chance to write to her",0,0.0116304755210876
"55","he had to stay in a hospital ward",1,0.977942705154419
"56","a solidier and was wounded while in france",0,0.00417217612266541
"57","he was taken to a hospital near his grandma",1,0.999761462211609
"58","the poet was able to see his grannie",1,0.993321418762207
"59","it brought him near the town where his granny was living",1,0.999844491481781
"60","it made you feel sorry for him",0,0.00560733675956726
"61","he was wounded while he was in france and he was close to his grannie's house",1,0.838020265102386
"62","he saw that his grannie was old and she wasn't the same person",0,0.0369203686714172
"63","i think because he was back home in hospital",1,0.996973037719727
"64","yet oh so gentle and she understood every hope and dream i ever had",0,0.0340828895568848
"65","he would neer go back to war",1,0.6088627576828
"66","he was taken to hospital",1,0.993267297744751
"67","going to hospital and being wounded",1,0.875765323638916
"68","that she was six then eght in one minet",0,0.0308939814567566
"69","that grannie was old and frail",0,0.181650191545486
"70","it made him write to grannie",0,0.0188719630241394
"71","he wanted his granny",0,0.131976217031479
"72","that he was alone",0,0.0148040652275085
"73","that he was near where his granny lived",1,0.9999920129776
"74","he was sent to a town near where grannie lived",1,0.999983012676239
"75","it made him see how granny really was",0,0.0411379039287567
"76","that he could see his gran",1,0.9848872423172
"77","they broke up out an became a solider realised suddenly that cirumstance had brought me close to the twn wher she was sitt living",1,0.989974737167358
"78","it brought him closer to the town that grannie lived in",1,0.999053955078125
"79","i became a solider",0,0.0179243683815002
"80","a sad effect it made it emotional",0,0.00820764899253845
"81","that the boy was getting injured becuse he whent into the war",0,0.0220664739608765
"82","he was near his grannie and her home",1,0.996138572692871
"83","he wanted his grannie",0,0.0645811557769775
"84","he wanted to see grannie",0,0.448240756988525
"85","it was a bad day",0,0.0223873257637024
"86","one effect is getting injured in france and going back home",1,0.982289969921112
"87","she would stand mountainous between me and my fear",0,0.0100691318511963
"88","broke out and became a solder",0,0.0174247622489929
"89","that it bought him close to his granny",1,0.987693905830383
"90","he could ask his grannie if she would see him",0,0.162568986415863
"91","he was bored",0,0.0338669121265411
"92","it brought him to where his gran lived",1,0.999953866004944
"93","he had to go to hospital near to his grannie's house",1,0.998359203338623
"94","he got to visit his grannie",1,0.97037661075592
"95","makes everything turn sad",0,0.00567024946212769
"96","happy because he could see here again",1,0.997946500778198
"97","it brought him close to that small town where she was living still",1,0.999762773513794
"98","he was wounded in france and went home to the hosptal near the town where his gran was living",1,0.999766945838928
"99","they broke out",0,0.0217961072921753
"100","he could of died",0,0.796123564243317
"101","had to go into hospital",1,0.97608870267868
"102","he got took to a hospital near the small village she lived in",1,0.999412775039673
"103","he came back home",1,0.997384667396545
"104","being very lame",1,0.978611409664154
"105","he went back to grannie's house",1,0.979734420776367
"106","she was near the small town where his granny lived",1,0.999990820884705
"107","he was close to where granny lived so he asked her to visit him",1,0.906813979148865
"108","he had gone back to that small town where she was still living",1,0.999848246574402
"109","to kind of bring back memories of the past",0,0.494148880243301
"110","the poet was able to meet his grannie again",1,0.995896100997925
"111","he wrote a letter to his grannie",0,0.0704465508460999
"112","i seized",0,0.0104200541973114
"113","it says the word wounded",0,0.00925853848457336
"114","circimstanses had brought him close to the town where she was living still",1,0.999597311019897
"115","he had to go back home in the hospital",1,0.998191237449646
"116","him getting wonded in france",0,0.131004452705383
"117","having to go to hospital",1,0.972401261329651
"118","he could see his grandma",1,0.998235940933228
"119","he went in hospistol",1,0.919096231460571
"120","pushed me",0,0.0191622376441956
"121","and was wounded while in france",0,0.00563475489616394
"122","a shock",0,0.0144373178482056
"123","back home in the hospital",1,0.9967080950737
"124","brought him back to the small town she lived in",1,0.999512135982513
"125","it brought him close to where his grannie still lived",1,0.999862790107727
"126","his grannie visited him and took him home",1,0.997814297676086
"127","it had brung him to a hospital close to were granny lived",1,0.999617218971252
"128","he wrote to his grandma asking to visit",0,0.0796697437763214
"129","he can not walk",1,0.84772264957428
"130","the effect was sadness",0,0.0148335993289948
"131","he realised the circumstance that brought him close to his home town were his grannie was",1,0.998906672000885
"132","the effect was that it would be quite sad and upsetting",0,0.00482246279716492
"133","was still very lame",1,0.996591210365295
"134","he went to the hospital",1,0.99006175994873
"135","very lame",1,0.977451801300049
"136","",0,0.025822252035141
"137","he got to see his nan again",1,0.99645471572876
"138","going back to his home town in hospital",1,0.999098241329193
"139","he forgot his grandmother",0,0.92550390958786
"140","he would get to see his grannie",1,0.940029621124268
