"","validationtext","y_val","predictions"
"1","to kind of bring back memories of the past",0,0.990960597991943
"2","he said back home in hospital",1,0.999817490577698
"3","that he was missing his grannie",0,0.60375189781189
"4","he was back home in hospital was still very lame",1,0.99999588727951
"5","suprised because there could be a chance for granny to visit again",1,0.0122138559818268
"6","that circumstance had brought the poet close to that small town where she was living still",1,0.999984741210938
"7","the circumstances",0,0.00234374403953552
"8","was wounded while in france",0,0.000156611204147339
"9","he went to hospital and it was near his grannie",1,0.999981462955475
"10","he was brought close to the small town where his grannie lived",1,1
"11","the poet got to see his grannie",1,0.999839663505554
"12","he didn't get to see his grannie that often",0,0.913176655769348
"13","a sad effect it made it emotional",0,0.000178694725036621
"14","that the hospital was near where his nan was living",1,0.999997735023499
"15","they were able to see their grannie again who they had'nt seen for years",1,0.013785183429718
"16","it brought him and his grannie together",1,0.987250685691833
"17","he was wounded while in france",0,0.000150769948959351
"18","i realised that circumstance had brought me close to the town where she was living still",1,0.999985098838806
"19","that circumstance had brought him close to that small town where is grannie was still living",1,0.999895572662354
"20","someone got woonded",0,0.0034441351890564
"21","that they were very lame",1,0.998720824718475
"22","that he got to see his grannie",1,0.999752521514893
"23","his grandmother went small",0,0.18086239695549
"24","he went to a hospital close to his grannie",1,0.99999725818634
"25","he couldn't see granny",0,0.0298606157302856
"26","shocked to see his grannie so small",0,0.0173409283161163
"27","he got her back in the poem",0,0.992474257946014
"28","broke then she came a soldier",0,0.0153921842575073
"29","very lame",1,0.995266616344452
"30","it brought him to the town where grannie lived",1,1
"31","i think because he was back home in hospital",1,0.999934613704681
"32","lame because of his wounds",1,0.982911467552185
"33","he went to a hospital near home",1,0.999996900558472
"34","it made him come closer to where grannie lives",1,0.999997437000275
"35","back in hospital",1,0.999397993087769
"36","it made the reader feel affectionate towards the poet",0,0.00571343302726746
"37","when he was injured he felt lame so he could not do any thing",1,0.939577221870422
"38","his grannie",0,0.114236682653427
"39","he had a chance to write to his granny",0,0.0112007558345795
"40","he would of had to quit his job or find a new house",0,0.995325565338135
"41","it brought him to were his grannie stilll lived",1,0.999999284744263
"42","he could get to see his granny again",1,0.999964118003845
"43","he was taken to hospital",1,0.997446715831757
"44","became a soldier",0,0.00191321969032288
"45","he had to go back home",1,0.999956369400024
"46","the poet could'nt go see there granny",0,0.992844700813293
"47","that he was hurt from war",0,0.00336664915084839
"48","she realised suddenly that she had a circumstance",0,0.000660806894302368
"49","the grannie coming back",0,0.437041431665421
"50","happy because he had to leave the war and go home",1,0.990462422370911
"51","he was sent home",1,0.99559074640274
"52","he would be able to see his granny",1,0.986620485782623
"53","the poem went happy to sad when he got injured",0,0.0297962427139282
"54","it brought him to his grannie",1,0.970261693000793
"55","he was still close to his grannie",1,0.999880135059357
"56","he was seing things",0,0.0127303600311279
"57","vividly recall",0,0.0035189688205719
"58","going back to his grannie's hometown and remembering her",1,0.999167203903198
"59","he could see her in hospital because the hospital was in the same town where grannie lived",1,1
"60","he told his granny to come and visit him in the hospital",1,0.996844172477722
"61","he could finally see his grannie again",1,0.999933302402496
"62","he got wounded in france and in hospital was lame",1,0.998953461647034
"63","his grannie wasn't there for him at that time",0,0.00407743453979492
"64","grannie got smaller",0,0.00622966885566711
"65","he asked her to vist him",0,0.975615501403809
"66","he was brought to the hospital near where his grannie lived",1,1
"67","that he can't write",0,0.00514736771583557
"68","it was sad",0,0.0001087486743927
"69","it brung him close to a small town where she was living still",1,0.999987006187439
"70","because it says years later war broke out and i became a soldier and was wounded while in france",0,1.43349170684814e-05
"71","he realised that circumstance had brought him close to that small town",0,0.00821369886398315
"72","a solidier and was wounded while in france",0,9.59634780883789e-05
"73","the poet was wounded",0,0.0175805985927582
"74","shocked of the circumstance",0,0.00132381916046143
"75","had brought me close to that small town where she was still living",1,0.999996900558472
"76","i broke out and became a soilder",0,0.00139322876930237
"77","had brought him close to that small town where she was living still",1,0.999994397163391
"78","he was in hospital near where he used to live",1,0.999993562698364
"79","she remembered his granny",0,0.0181773602962494
"80","his grannie could see him",1,0.990804731845856
"81","he went back to a little town where he saw his grannie again",1,0.999998033046722
"82","they got to see their grannie",1,0.99942684173584
"83","he got closer too grannie's town",1,0.999953985214233
"84","it helped him see his grandma again",1,0.999741911888123
"85","he got to see his grannie and love lit up the day",1,0.0037524402141571
"86","he got to his grannie again",1,0.99993884563446
"87","realized cirumstane had brought him close to that small town",0,0.0584831535816193
"88","that war broke out",0,0.000472694635391235
