"","validationtext","y_val","predictions"
"1","that he was in the same town where his nan was living",1,0.999969124794006
"2","it had brought him to the hospital where his grannie lives",1,0.999973058700562
"3","he was brought close to the small town where his grannie lived",1,0.999997973442078
"4","i knew that",0,0.0474413335323334
"5","he got closer to the small town where she lived",1,0.999996662139893
"6","it says the word wounded",0,0.0440243780612946
"7","got wounded lame back home in hospatal",1,0.988709628582001
"8","it brought him close to the town where she was living still",1,0.999990344047546
"9","that circumstance had brought him close to that small town where is grannie was still living",1,0.999959647655487
"10","he went back to the town she was living in",1,0.99987006187439
"11","that he got to see his granny",1,0.991179943084717
"12","the soldier gets injured and gets taken home he also goes to the hospital near his gran",1,0.999591708183289
"13","she was living still",0,0.995344281196594
"14","he could of died",0,0.0837690830230713
"15","he was feeling lame",1,0.918709814548492
"16","circimstanses had brought him close to the town where she was living still",1,0.999990344047546
"17","that he was near wear grannie lived",1,0.999738335609436
"18","one of the effects was him being lame",1,0.949637949466705
"19","he got close to the town where his granny was",1,0.99928742647171
"20","at home in hospital",1,0.980559587478638
"21","he was back home",1,0.984921634197235
"22","he had to go back home in the hospital",1,0.997375249862671
"23","he had a chance to write to his granny",0,0.107449173927307
"24","wald hi maket",0,0.0734145641326904
"25","he had to go to the hospital and was still very lame",1,0.999085426330566
"26","he was brought back to wear grannie lives",1,0.996098697185516
"27","he wanted his granny",0,0.0580617785453796
"28","he was in hostpital",1,0.0816022157669067
"29","worried for him",0,0.0467981696128845
"30","a soldier and was wounded",0,0.0504631996154785
"31","he could get to see his granny again",1,0.991393506526947
"32","that they were very lame",1,0.989880442619324
"33","he got to go back home",1,0.999724984169006
"34","he got closer to home",1,0.999689102172852
"35","that his is brave and storng",0,0.0588197410106659
"36","it says that a solider and was wounded while in france",0,0.0428956747055054
"37","that he was in a hospital near home",1,0.999812185764313
"38","you go back home to hospital",1,0.989191293716431
"39","that he wounded while in france",0,0.0418800413608551
"40","he went back to his grannie",1,0.990704655647278
"41","he could see his grandma",1,0.988913953304291
"42","he lost some of his memory",0,0.554044246673584
"43","he rememberd that he was not alone",0,0.0578181743621826
"44","he went to a hospital near his granny",1,0.998887777328491
"45","to visit to him",0,0.124336361885071
"46","sorry for him",0,0.0474536418914795
"47","he got wounded back in france",0,0.193329721689224
"48","it was all light and happy and then it became a bit sad and dark",0,0.0582908987998962
"49","had bought me close to that small town",0,0.0469626784324646
"50","the poet got to see his grannie",1,0.970927774906158
"51","a sad effect",0,0.0452941656112671
"52","he was close to where granny lived so he asked her to visit him",1,0.98780882358551
"53","he got to see his granny again",1,0.997004389762878
"54","he was seing things",0,0.06475830078125
"55","he could ask his grannie if she would see him",0,0.837710559368134
"56","that he could see his grannie again",1,0.986547827720642
"57","it brought the poet close to where his grannie was living",1,0.999964892864227
"58","it makes the reader feel sad",0,0.0379995107650757
"59","seeing the poets grannie again",1,0.215550035238266
"60","it brought him to the town where grannie lived",1,0.999985337257385
"61","she got wanded",0,0.0687902271747589
"62","he couldn't visit grannie she had to visit him",1,0.1067134141922
"63","he was close to the small town that she was living in",1,0.999796867370605
"64","he saw his grandma",1,0.94010853767395
"65","he became a soldier in war and he was wounded",0,0.056757003068924
"66","war broke out",0,0.046478807926178
"67","one effect was he got to see his nan",1,0.998212337493896
"68","had brought me close to that small town where she was still living",1,0.99999475479126
"69","it got him close to his grannie",1,0.993794977664948
"70","he brang back to england and near his grannie",1,0.993319034576416
"71","he realized how close he was to the town she lived in",1,0.999727606773376
"72","they couldn't walk",1,0.50938481092453
"73","he could finally see his grannie again",1,0.993371367454529
"74","it brought him close to that small town where she was living still",1,0.999990344047546
"75","i was wounded",0,0.0496456921100616
"76","getting closer and visiting grannie",1,0.981463015079498
"77","that he could see his grannie",1,0.97656512260437
"78","it makes you feel sorry for them",0,0.0506243109703064
"79","she was so weird",0,0.0598189532756805
"80","yeyos later war broconout and bcaym a soldier and was wonded whille in frane",0,0.0639791488647461
"81","his gran lived there",1,0.748245477676392
"82","he was able to see the grannie",1,0.896552503108978
"83","he goes back to his home town's hospital",1,0.998502492904663
"84","that it is very sad",0,0.0516694188117981
"85","the poet was excited because he was brought back to the same town his grannie was in",1,0.998601198196411
"86","it says that back home in hospital",1,0.998160421848297
"87","the grannie was getting and she will be on her own",0,0.0878595113754272
"88","he didn't change one bit",0,0.0565274953842163
"89","he had to go to the hospital",1,0.985520780086517
"90","his granny was living in the village that he was in",1,0.891640722751617
"91","that he saw his grannie when she came to visit him",1,0.998477518558502
"92","he was in hospital",1,0.929116010665894
"93","he went in hospistol",1,0.505076467990875
"94","years later war broke out",0,0.0488054752349854
"95","he would get to see his grannie",1,0.960506677627563
"96","a soldier got wounded",0,0.0457108318805695
"97","the poet went to were his grannie lived",1,0.999916911125183
"98","brought me close to the small town where she lived",1,0.999993741512299
"99","he went to a hospital close to his grannie",1,0.999106884002686
"100","he had been seized",0,0.0457806885242462
"101","had brought me back to that small town where she was living still",1,0.999983906745911
"102","he was in a hospital near where his gran lives",1,0.999960780143738
"103","i realised that circumstance had brought me close to the town where she was living still",1,0.999994158744812
"104","that his grannie would help him feel better",0,0.0810101330280304
"105","he was bored",0,0.0507600903511047
"106","he was in the same town as his grannie",1,0.988335132598877
"107","it brought him close to a small town",0,0.0510421395301819
"108","that when he was in hospital he was near his grannie",1,0.999551773071289
"109","he got to see his grann again",1,0.992645382881165
"110","he was in hospital near a small town where his grannie lives",1,0.99998664855957
"111","he realised suddenly that circumstance had brought him back to the small town where she was living still",1,0.999994158744812
"112","it brought him back to his grannie",1,0.992644190788269
"113","he was home in hospital",1,0.995866417884827
"114","that he was happy when she visited him",1,0.153069376945496
"115","he got to his grannie again",1,0.997702538967133
"116","he was lame",1,0.418896704912186
"117","i still vividly recall",0,0.0849126875400543
"118","had brought him back to the small town where grannie lived",1,0.999994993209839
"119","he had to go to hospital near to his grannie's house",1,0.999533712863922
"120","that he was near his grannie's house",1,0.982596874237061
"121","he would see his grannie again",1,0.986470222473145
"122","that grannie could come and visit him",1,0.0700108408927917
"123","happy because he had to leave the war and go home",1,0.991590201854706
"124","he got wounded and was sent to hospital",1,0.974094927310944
"125","he was taken to his grandma's town",1,0.996544122695923
"126","that grannie was now old",0,0.0559231042861938
"127","sad  emotional",0,0.046294629573822
"128","he was back home in hospital was still very lame",1,0.999933123588562
"129","he wounded while in france",0,0.0443513095378876
"130","it happened fast but it wasn't bad",0,0.0556871294975281
"131","his grannie",0,0.0711682140827179
"132","because it says years later war broke out and i became a soldier and was wounded while in france",0,0.0386159420013428
"133","he ended up near granny's house",1,0.988905727863312
"134","that he couldn't walk",1,0.130378991365433
"135","alliteration",0,0.0539875626564026
"136","he came to the place where grannie lived",1,0.99990975856781
"137","good because he got to see his granny again",1,0.999067425727844
"138","he got to see his grannie and love lit up the day",1,0.0657587051391602
"139","he got to see his grannie agian",1,0.969080209732056
"140","back home",1,0.972854971885681
"141","to bring him close to where grannie lived",1,0.99995481967926
"142","going back to his grannie's hometown and remembering her",1,0.976971507072449
"143","love lit up the day",0,0.0468283891677856
"144","it made the story much more serios",0,0.0608498454093933
"145","his granney was little and small",0,0.0572345554828644
"146","it said he was wounded",0,0.0547727644443512
"147","upsetting",0,0.0509347021579742
"148","it brought him closer to the small time where she was living",1,0.999974250793457
"149","she smiled",0,0.0549383461475372
"150","he couldn't be a soldier",1,0.037306934595108
"151","brought him close to where granie lived  grannie visited him",1,0.999396979808807
"152","that the hospital was near where his grannie lived",1,0.999997735023499
"153","he could come back to england and see his grannie again",1,0.994890749454498
"154","it had brought him close to a small town where she lived",1,0.999998331069946
"155","to ask to write to her and ask to see if she could visit",0,0.13635578751564
"156","it had brought him near his grannie",1,0.998808026313782
"157","wanting so se his grandmar",0,0.0915898680686951
"158","she never punished him for being bad",0,0.0586910843849182
"159","that he hurt himself badly",0,0.0518882870674133
"160","he got her back in the poem",0,0.149237364530563
"161","it brought him to were his grannie stilll lived",1,0.999928891658783
"162","he ended up in hospital in his grannies village",1,0.995820283889771
"163","the poet was able to meet his grannie again",1,0.996484100818634
"164","i was lame and small",1,0.0582538247108459
"165","he is lame",1,0.647303342819214
"166","became a soldier",0,0.0444723963737488
"167","he thought he was lame",1,0.955261945724487
"168","he came back to the small town where she was living still",1,0.9999880194664
"169","he realised the circumstance that brought him close to his home town were his grannie was",1,0.998794555664062
"170","fear",0,0.0526258945465088
"171","that she whent back to her town",1,0.412583231925964
"172","he got to see he nan",1,0.991802573204041
"173","his grannie wasn't there for him at that time",0,0.0560161769390106
"174","it makes you feel sad",0,0.0390946865081787
"175","his leg",0,0.411933898925781
"176","because it goes back a bit before when it said she would protect him from his fear",0,0.339626371860504
"177","that he can't write",0,0.0415693819522858
"178","the effect was still remembering her",0,0.0983098745346069
"179","it was a dark cold day",0,0.0404043793678284
"180","it worries the grannie",0,0.054416686296463
"181","he was wounded when he became a soldier",0,0.0457217693328857
"182","that he was in hospital after war",1,0.627040028572083
"183","he was taken to a hospital near his grandma",1,0.999466896057129
"184","he told his granny to come and visit him in the hospital",1,0.96630334854126
"185","he couldn't visit his grannie",0,0.0638841688632965
"186","he ended up near his grannie",1,0.995413661003113
"187","she could see him again",1,0.993245959281921
"188","that she was six then eght in one minet",0,0.0690209865570068
"189","critumstance",0,0.0516657829284668
"190","he had to go hospital",1,0.955031275749207
"191","getting wounded",0,0.0514734089374542
"192","he hadn't realized that his grannie would change",0,0.16291755437851
"193","he got very lame",1,0.98193621635437
"194","love lit up again",0,0.0752470195293427
"195","his grannie shrank",0,0.0859953761100769
"196","it had brought him close to the town he grew up in",1,0.994593799114227
"197","he had to get sent home so he had a chance to see his grannie",1,0.997174263000488
"198","he forgot his grandmother",0,0.0999390780925751
"199","lame in hositill",1,0.249886333942413
"200","glad because he was near his gran",1,0.993593573570251
"201","that circumstance had brought him close to a town where grannie was living",1,0.999996542930603
"202","he can't walk properley",1,0.122115910053253
"203","she came and saw him",1,0.989364147186279
"204","it was very boring lame and gloomy",0,0.189194232225418
"205","wonded",0,0.0580261051654816
"206","i became a solider and was wounded",0,0.0537092089653015
"207","going back to his home town in hospital",1,0.999600172042847
"208","back in hospital very lame",1,0.998976588249207
"209","the poet had to write to his grannie and ask her to visit him",0,0.758244276046753
"210","he was near the place his grannie was living",1,0.999378621578217
"211","it made the man get closer to the little town where his grannie lived",1,0.999996662139893
"212","the grannie coming back",0,0.0794067978858948
"213","it shown that he had grown up",0,0.0605590343475342
"214","he got to see his grannie again",1,0.996650040149689
"215","he went to a hospital in his grannies town",1,0.999045610427856
"216","he became lame",1,0.803670883178711
"217","being able to write to grannie",0,0.0670694410800934
"218","grannie couldn't visit him",0,0.0550433993339539
"219","he was a soldier",0,0.0473339855670929
"220","hes fealing sad because he hasent seen his grannie in ages",0,0.570643961429596
"221","the poet saw his granne",1,0.705406367778778
"222","his memory wasn't as good as before",0,0.062615692615509
"223","that he was back home but in hospital",1,0.996581017971039
"224","being a soldier",0,0.0479559004306793
"225","wound",0,0.058304987847805
"226","he was lame where he got hurt",1,0.456297606229782
