"","validationtext","y_val","predictions"
"1","it made the story more dark and sad",0,0.00183820724487305
"2","there wasn't going to be any more trouble from the war",0,0.0130631625652313
"3","he could ask his grannie if she would see him",0,0.155394107103348
"4","he got to his grannie again",1,0.995998680591583
"5","they got to see grannie",1,0.978883445262909
"6","he went back to a little town where he saw his grannie again",1,0.999814748764038
"7","it brought him close to that small town where she was living still",1,0.999921858310699
"8","he felt safe because he was near his grans",1,0.99866133928299
"9","he went to hospital",1,0.99284029006958
"10","he could get to see his granny again",1,0.997731685638428
"11","he was taken to hospital",1,0.981277823448181
"12","had brought me back to that small town where she was living still",1,0.999812364578247
"13","curcumstance",0,0.012211412191391
"14","it was very boring lame and gloomy",0,0.963776707649231
"15","he was in a hospital near his grannie's town",1,0.99978893995285
"16","he ended up near his grannie",1,0.998064756393433
"17","he gets to meet his grannie",1,0.995103478431702
"18","it makes him see his grannie again",1,0.993540644645691
"19","that he was hurt from war",0,0.0128459334373474
"20","he broke down",0,0.0173945128917694
"21","we back home in hosptail",1,0.964242100715637
"22","he could go back home",1,0.998898267745972
"23","going back to his home town in hospital",1,0.999112784862518
"24","he couldn't go to his grannie's house",0,0.994356691837311
"25","that he was in hospital after war",1,0.966638326644897
"26","he ended up in a town near his grannies old town he called her",1,0.996315836906433
"27","yet oh so gentle and she understood every hope and dream i ever had",0,0.063659280538559
"28","sad  emotional",0,0.00768139958381653
"29","he ended up near granny's house",1,0.997308492660522
"30","he rememberd his granny and wrote a letter to her",0,0.018572062253952
"31","it braught him to the town she was still living in",1,0.999191284179688
"32","he was brought to the small town where she was living in",1,0.999694645404816
"33","his grannie wasn't there for him at that time",0,0.865875959396362
"34","that she was six then eght in one minet",0,0.227740198373795
"35","he seized the chance to find s gran",0,0.0227016508579254
"36","he thought he was lame",1,0.976722359657288
"37","he realised he was in the town where his grannie still lived",1,0.99985408782959
"38","he was feeling lame",1,0.98658275604248
"39","he was brought to where his grannie lived",1,0.999938607215881
"40","because the war broke out",0,0.00899779796600342
"41","didn't know really who it was",0,0.0285450518131256
"42","he was in pain but happy",0,0.0418483316898346
"43","so she could see him and make him happy",1,0.0695419609546661
"44","had to go hospital",1,0.892651677131653
