"","validationtext","y_val","predictions"
"1","brought him to a small town where his grannie still lived",1,0.999944508075714
"2","he was in a hospital near where his granny lived",1,0.999987840652466
"3","he got to meet his grannie again",1,0.996477961540222
"4","he went back home to the hospital",1,0.997285962104797
"5","he got to write to his grannie to see if she could visit",1,0.058113306760788
"6","you know that he was older",0,0.017555832862854
"7","that he could see his grannie",1,0.987136542797089
"8","because it was lame at the hospital",0,0.948493003845215
"9","that the hospital was near where his nan was living",1,0.999916911125183
"10","it had brought him close to the town he grew up in",1,0.994520604610443
"11","he had got brought to a town where she was living still",1,0.999850630760193
"12","he was lame where he got hurt",1,0.986478090286255
"13","it makes you feel sorry for them",0,0.014386385679245
"14","he was in a hospital near his grannie's town",1,0.997955322265625
"15","love",0,0.015443742275238
"16","the circumstances",0,0.0164464116096497
"17","he was brought near the town his grannie lives",1,0.999799847602844
"18","that he might be able to see grannie",1,0.980048298835754
"19","had to go into hospital",1,0.967756032943726
"20","it says the word wounded",0,0.0105912983417511
"21","she was still very lame",1,0.995431900024414
"22","he was abled to be closer to gran and he remembered her whilst he was closer",1,0.948907852172852
"23","he was close to his grannie",1,0.972393572330475
"24","seizing the chance to see grannie",1,0.910836100578308
"25","that grannie was now old",0,0.0222346782684326
"26","he has brought to a town were grannie lives",1,0.998248815536499
"27","his granny could come and see him",1,0.994945645332336
"28","because it goes back a bit before when it said she would protect him from his fear",0,0.0304964780807495
"29","she came and visited him",1,0.993602633476257
"30","it makes him see his grannie again",1,0.991119503974915
"31","he wanted his granny",0,0.0723335742950439
"32","she had bought me to th town that i still visited",0,0.960282981395721
"33","had brought him close to that small town where she was living still",1,0.999913275241852
"34","he became a soldier",0,0.0133221745491028
"35","the circumstance brought his closer to grannie",1,0.994077563285828
"36","it made him see how granny really was",0,0.0773225724697113
"37","he rememberd that he was not alone",0,0.042283296585083
"38","he got to see he nan",1,0.981232404708862
"39","the poet went to a hospital that his grannie was near by to",1,0.995898723602295
"40","so he would see his grannie",1,0.979867100715637
"41","he had to go back home",1,0.997660040855408
"42","it brought him near the town where his granny was living",1,0.999928593635559
"43","frightening",0,0.0159228146076202
"44","it says a soldier was wounded while in france",0,0.00580200552940369
"45","she remembered his granny",0,0.0501767694950104
"46","he couldn't see his grannie anymore",0,0.960223078727722
"47","the poet had to write to his grannie and ask her to visit him",0,0.802720129489899
"48","they were close to that small town where grannie lived",1,0.999889850616455
"49","the poet went to hospital",1,0.991877675056458
"50","years later war broke out",0,0.0142770409584045
"51","it brought him to the town where grannie lived",1,0.999939799308777
"52","he could meet his grannie",1,0.983684420585632
"53","the poet went to hospital then went home",1,0.997843623161316
"54","i realised that circumstance had brought me close to the town where she was living still",1,0.999921202659607
"55","love lit up again",0,0.139079242944717
"56","i became a solider and was wounded",0,0.0163788199424744
"57","he got to see grannie in hospital",1,0.998009741306305
"58","it had brought him close to that small town where grannie was living still",1,0.999922692775726
"59","it was still lame",1,0.992214202880859
"60","he saw his granny again",1,0.99326503276825
"61","it had brought him back near to the town where his granny stilled lived",1,0.999950647354126
