"","validationtext","y_val","predictions"
"1","it brought him close to the small town where grannie lived",1,0.999991059303284
"2","he had contact with her again",0,0.978506445884705
"3","his grannie",0,0.0496165752410889
"4","to visit to him",0,0.067110538482666
"5","he wouldn't see his granny for a while",0,0.0365192294120789
"6","it had brought him close to his grannie",1,0.994191467761993
"7","he as near his granny vilage",1,0.998626351356506
"8","to show you that when he's still older he still loves her",0,0.988630533218384
"9","he was back home",1,0.997576117515564
"10","the sorrow and how she must have felt scared",0,0.0599360167980194
"11","he was sent to a hospital but it was near where his granny lived",1,0.999995052814484
"12","his grannie came",1,0.889539003372192
"13","he was abled to be closer to gran and he remembered her whilst he was closer",1,0.974466323852539
"14","he was close to his granny",1,0.959902763366699
"15","he was in a hospital close to where she lived",1,0.999466776847839
"16","the circumstance had brought him close to the small town where she was living still",1,0.999574661254883
"17","he would neer go back to war",1,0.841674208641052
"18","it let him get close to his grannie again",1,0.998878598213196
"19","his effot was to be with grannie",0,0.0544366538524628
"20","broke out and he became a soldier in france",0,0.0196128785610199
"21","to make it sad",0,0.0196952521800995
"22","heshe was brought closer were hisher grannie was still living",1,0.99707967042923
"23","he was in the same town as his grannie",1,0.99448025226593
"24","that he was a soldier and there was a war",0,0.0350494682788849
"25","he would be able to see his granny",1,0.97421133518219
"26","one of the effects was him being lame",1,0.997221708297729
"27","a solder got wounded",0,0.0110431015491486
"28","it says that a solider and was wounded while in france",0,0.00690120458602905
"29","he gets to meet his grannie",1,0.985898077487946
"30","because he was back home in hospital",1,0.997678875923157
"31","the hostpotail was around where she lived",1,0.998720467090607
"32","she became tiny and frail",0,0.0242666602134705
"33","the poet got to see his grannie again",1,0.998328387737274
"34","it was sad",0,0.0127683579921722
"35","he got to see his gran",1,0.987529158592224
"36","he was taken to hospital",1,0.990009665489197
"37","she was broke and became a soldier",0,0.0239675045013428
"38","still very calm",0,0.416656196117401
"39","he has brought to a town were grannie lives",1,0.992846071720123
"40","she realised suddenly that she had a circumstance",0,0.0211841762065887
"41","happiness",0,0.0252813696861267
"42","it creates atmosphere and shows that without his grannie he maybe isn't so safe but she is always there for him",0,0.0725871026515961
"43","he was taken to his grannie's town",1,0.99414324760437
"44","that he saw his grannie again",1,0.99943482875824
"45","had to go into hospital",1,0.981505393981934
"46","love lit up again",0,0.987684428691864
"47","he was near the town where grannie was",1,0.996759831905365
"48","the poet went to hospital",1,0.993234992027283
"49","he could realisticly see her",1,0.972449660301208
"50","that his grannie was very small",0,0.0268597006797791
