"","validationtext","y_val","predictions"
"1","he was very weak",0,0.303202390670776
"2","he was sent to a hospital near where his grannie lived",1,1
"3","that he could see his gran",1,0.985940337181091
"4","his grannie wasn't there to help",0,0.0036967396736145
"5","had to go into hospital",1,0.209151297807693
"6","she came and visited him",1,0.994835734367371
"7","he went home to the hospital",1,0.999711692333221
"8","his grannie might be able to visit him",1,0.868004560470581
"9","that he was near wear grannie lived",1,0.999990880489349
"10","one effect was when he was wounded he was brought to a hospital close to where the readers grannie was still living",1,0.999951541423798
"11","brought him back to the small town she lived in",1,0.999968409538269
"12","he got wounded back in france",0,0.0106812119483948
"13","he went to hospital and the hospital was near the town his grannie lived in",1,0.99999725818634
"14","he put the word wounded",0,0.0010102391242981
"15","sad and heart breaking",0,0.00539565086364746
"16","he could see his grandma",1,0.999016880989075
"17","feel very lame",1,0.944980621337891
"18","he had to stay hostpita",1,0.836626291275024
"19","to bring him close to where grannie lived",1,0.99999988079071
"20","felt very lame",1,0.990263700485229
"21","he got put in hospital",1,0.99716055393219
"22","being a soldier",0,0.00467178225517273
"23","that he remembered his grannie it had brought him close to that small town",1,0.012092649936676
"24","to make it sad",0,0.00662949681282043
"25","he gots to see his grandma because he was sent home",1,0.999828577041626
"26","w",0,0.00987392663955688
"27","war breaking out",0,0.00239145755767822
"28","he was back home in hospital was still very lame",1,0.999997496604919
"29","i was a soldier and was wounded while in france back home in hospital",0,0.916731953620911
"30","that he was wounded while in france",0,0.000509977340698242
"31","he was wounded when he became a soldier",0,0.00306558609008789
"32","she would stand mountainous between me and my fear",0,0.00469592213630676
"33","that he was a brave man",0,0.00872933864593506
"34","he did not get to see his grannie",0,0.9856898188591
"35","he could of died",0,0.948728621006012
"36","broke out",0,0.00206479430198669
"37","he realised where he was",0,0.998075604438782
"38","it makes the reader feel sad",0,0.000225067138671875
"39","he realised the circumstances",0,0.00177627801895142
"40","he got to see his grann again",1,0.994361996650696
"41","it had brought him back near to the town where his granny stilled lived",1,1
"42","he decides to write a letter to his grannie and remembers what she did for him",0,0.00307884812355042
"43","he was in a hospital near where his granny lived",1,1
"44","back home in hospital and brought him close to that small town where his grannie was living still",1,0.999876976013184
"45","he had a chance to write to his granny",0,0.0050380527973175
"46","back home",1,0.982497692108154
"47","he was abled to be closer to gran and he remembered her whilst he was closer",1,0.994381189346313
"48","he had to stay in a hospital ward",1,0.395017594099045
"49","that they were very lame",1,0.99698269367218
"50","it made him think about her",0,0.00510266423225403
"51","close",0,0.0901993215084076
"52","he got to go home to near where his grannie lives",1,1
"53","had to go hospital",1,0.816495060920715
"54","he was sent back close to his grannie's home",1,0.99996429681778
"55","she never punished him for being bad",0,0.00533902645111084
"56","there wasn't going to be any more trouble from the war",0,0.00105389952659607
"57","that they will be circomstances",0,0.00687763094902039
"58","it brought him closer to were his granny lived",1,0.999995827674866
"59","he was in a hospital near his grannie's town",1,0.999898076057434
"60","wouned while in france",0,0.00179159641265869
"61","he went back home in hospital",1,0.999987363815308
"62","going to the hospital",1,0.986606180667877
"63","he was close to the small town that she was living in",1,0.997694194316864
"64","grannie couldn't visit him",0,0.00767761468887329
"65","a soldier and was wounded while in france",0,0.000316321849822998
"66","he was sent to hospital",1,0.997206807136536
"67","one effect was that because he was injured he went to the hospital where his grannie lived",1,0.999999940395355
"68","happiness",0,0.00863757729530334
"69","he was close to his grannies town",1,0.993472635746002
"70","it brought him close to that small town",0,0.00575247406959534
"71","it made you feel sad and worried",0,0.000257968902587891
"72","realised suddenly that circumstance",0,0.0012684166431427
"73","he couldn't see his grannie anymore",0,0.223859280347824
"74","he was wounded while in france because he's lame",1,0.973857641220093
"75","had brought him back to the small town where grannie lived",1,1
"76","the grannie would be alone",0,0.00750550627708435
"77","it said he was wounded",0,0.00280469655990601
"78","it had brought him to the hospital where his grannie lives",1,0.999999523162842
"79","they were able to see their grannie again who they had'nt seen for years",1,0.13754540681839
"80","didn't know really who it was",0,0.00577667355537415
"81","he was brought close to the small town where his grannie lived",1,1
"82","i broke out and became a soilder",0,0.00910750031471252
"83","grannie was sad",0,0.00191205739974976
"84","he was sent to a hospital but it was near where his granny lived",1,1
"85","it brought him closer to where his granny was living",1,0.99999463558197
"86","it had brought him close to a small town where she lived",1,1
"87","he was taken to a hospital near his grandma",1,0.999996244907379
