"","validationtext","y_val","predictions"
"1","he went to a hospital near to where his gran lived",1,0.999618172645569
"2","being very lame",1,0.896785497665405
"3","it brought him back to his grannie",1,0.948670148849487
"4","he was taken to hospital",1,0.944794893264771
"5","that she got shot in france",0,0.0362227857112885
"6","he had to go to hospital near to his grannie's house",1,0.988106369972229
"7","he seized the chance to find s gran",0,0.606026172637939
"8","the poet wanted to see grannie",0,0.350010126829147
"9","back in the hospital still very lame",1,0.99322497844696
"10","going back to his grannie's hometown and remembering her",1,0.89644992351532
"11","it brought him closer to where his granny was living",1,0.9952512383461
"12","i became a solider and was wounded",0,0.0223662555217743
"13","because it says years later war broke out and i became a soldier and was wounded while in france",0,0.00448876619338989
"14","it makes you feel gloomy and creates sadness before she arrives",0,0.0511994957923889
"15","he had to go to the hospital",1,0.93918776512146
"16","he was brought to a close town were grannie still lived",1,0.997493863105774
"17","he was lame",1,0.889226734638214
"18","i think because he was back home in hospital",1,0.983627200126648
"19","that he realised the circumstance had brought him close to where his grannie lived",1,0.999557375907898
"20","he moved nearer too his grannie",1,0.651322543621063
"21","had bought me close to that small town",0,0.0912094712257385
"22","she came to visit him",1,0.867165088653564
"23","he went near the small town she lived in",1,0.99530816078186
"24","he was in a hospital near his grannie's town",1,0.988433480262756
"25","he was lame where he got hurt",1,0.965009093284607
"26","he was close to the small town that she was living in",1,0.980159163475037
"27","he met his grannie again",1,0.963939309120178
"28","he couldn't visit grannie she had to visit him",1,0.837984442710876
"29","him seeing his grannie some more",1,0.860858917236328
"30","it brought him close to the small town where grannie lived",1,0.998829126358032
"31","that he could see his granny",1,0.928973078727722
"32","still very lame",1,0.953359186649323
"33","he got took to a hospital near the small village she lived in",1,0.995731830596924
"34","frightening",0,0.0426016747951508
"35","he had gone back to that small town where she was still living",1,0.998020648956299
"36","he saw his granny in hospital",1,0.980433344841003
"37","that he was wounded while in france",0,0.00915858149528503
"38","that grannie was old and frail",0,0.0221313536167145
"39","the poet saw his granne",1,0.695736527442932
"40","he went to hospital and it was near his grannie",1,0.97787606716156
"41","it gave him a chance to see his grannie",1,0.931545436382294
"42","it braught him to the town she was still living in",1,0.981118440628052
"43","he got to see his gran",1,0.946554183959961
"44","the grannie was getting and she will be on her own",0,0.088080495595932
"45","she smiled",0,0.027839869260788
"46","he would neer go back to war",1,0.46829879283905
"47","she remembered his granny",0,0.0544545948505402
"48","shocked of the circumstance",0,0.0128136575222015
"49","in the hospital in france",1,0.086980402469635
"50","she could see him again",1,0.947636961936951
"51","it says the word wounded",0,0.010479599237442
"52","he could see his grannie",1,0.937871336936951
"53","she realised suddenly that she had a circumstance",0,0.0109831094741821
"54","that grannie was now old",0,0.033682644367218
"55","he was back home in hospital was still very lame",1,0.99521803855896
"56","his grannie came to see him",1,0.956968903541565
"57","it brought him close to that small town",0,0.0909810364246368
"58","he got closer to his grannie",1,0.970817446708679
"59","broke then she came a soldier",0,0.0170523822307587
"60","that he was alone",0,0.0176718831062317
"61","he came back to his home hospital",1,0.994008302688599
"62","he was able to see his grannie again which he was shocked that she was still living",1,0.967760443687439
"63","that he was a soldier and there was a war",0,0.0400263667106628
"64","that he couldn't walk",1,0.766832768917084
"65","he write to ask if she could visit him",0,0.0825470089912415
"66","grannie tunned small",0,0.0276709794998169
"67","he was near whair she lived",1,0.988805294036865
"68","he realised that circumstance had brought him close to that small town",0,0.695515513420105
"69","good because his grannie came",1,0.898378193378448
"70","it had brought him closer to his grannie",1,0.972344219684601
"71","to show you that when he's still older he still loves her",0,0.877294361591339
"72","so that he could see his granny",1,0.939477145671844
"73","he had been brought close to his granny",1,0.96135401725769
