"","validationtext","y_val","predictions"
"1","had bought me close to that small town",0,0.00488889217376709
"2","it had brought him near his grannie",1,0.998826146125793
"3","realised she was there",0,0.00144606828689575
"4","he had to go back home in the hospital",1,0.997641444206238
"5","he was bored",0,0.0337574481964111
"6","to get punished for once  or hurt",0,0.00069427490234375
"7","he would be able to see his granny",1,0.977085769176483
"8","that it was still very lame",1,0.993189692497253
"9","people had to go hospital",0,0.989532709121704
"10","suspense",0,0.0172403752803802
"11","i knew that",0,0.00124776363372803
"12","it brought him closer to her",1,0.996778845787048
"13","his granny came to visit him",1,0.996362626552582
"14","he was wounded while being in france",0,0.00817716121673584
"15","it says i became a soilder and was wounded in france",0,0.00280722975730896
"16","he was in his grannys town",1,0.977424681186676
"17","so he would see his grannie",1,0.912192106246948
"18","he was in pain but happy",0,0.891889095306396
"19","s",0,0.0100183188915253
"20","very harmful and painful",0,0.562118053436279
"21","being able to write to grannie",0,0.0306971669197083
"22","broke",0,0.00338563323020935
"23","it brought him closer to were his granny lived",1,0.999995231628418
"24","he went back to the town where his grannie still lived and asked her if she could visit",1,0.991813600063324
"25","he had to go to the ward",1,0.977358102798462
"26","that the hospital was near where his nan was living",1,0.999957919120789
"27","he couldn't go to his grannie's house",0,0.998650729656219
"28","it made the reader feel affectionate towards the poet",0,0.00110256671905518
"29","it happened fast but it wasn't bad",0,0.0013522207736969
"30","it had brought him to where she was living still",1,0.999478697776794
"31","fear",0,0.00195261836051941
"32","he got to see his grannie and love lit up the day",1,0.00321495532989502
"33","he was near the place his grannie was living",1,0.999195098876953
"34","it says a soldier was wounded while in france",0,2.47061252593994e-05
"35","he was in a hospital near his grannie's town",1,0.999972224235535
"36","it was upsetting",0,0.000940114259719849
"37","that he was missing his grannie",0,0.346938520669937
"38","soilder was wounded in france",0,0.0021224319934845
"39","he told his granny to come and visit him in the hospital",1,0.976929306983948
"40","grannie was small so small",0,0.00444391369819641
"41","he got to see he nan",1,0.998686850070953
"42","it made you feel sad and worried",0,3.13818454742432e-05
"43","he was near his grannie and her home",1,0.998687505722046
"44","he couldn't see granny",0,0.042813628911972
"45","i became a soldier and was wounded while in france",0,1.7315149307251e-05
"46","he was injured in france",0,0.00835418701171875
"47","he could see his grannie",1,0.994118928909302
"48","it affected how his granny felt and gave a devastating effect on his granny because nobody would want to see their grandson injured from the war",0,0.0035063624382019
"49","it said he was wounded",0,0.000655084848403931
"50","it made him think about her",0,0.0049227774143219
"51","brought them back toghether",1,0.839080035686493
"52","became a soldier",0,0.00130286812782288
"53","he was in the hospital during war",1,0.978243112564087
"54","that she got shot in france",0,0.0774315595626831
"55","his grannie being shoked",0,0.529716968536377
