"","validationtext","y_val","predictions"
"1","he was wounded in france and went home to the hosptal near the town where his gran was living",1,0.999618530273438
"2","he was taken to his grandma's town",1,0.97310346364975
"3","he was in a hospital close to where she lived",1,0.999128758907318
"4","it brought him close to the small town where grannie lived",1,0.999909520149231
"5","he wanted grannie to visit him",0,0.0784270167350769
"6","became a soldier",0,0.0165413320064545
"7","he wrote a letter to he to see if she could visit",0,0.0453945994377136
"8","it brought him closer to the small town were she was still living",1,0.998314678668976
"9","it was all light and happy and then it became a bit sad and dark",0,0.0299751758575439
"10","granny had to visit him because he couldn't go to her",1,0.359528809785843
"11","had brought me close to that small town where she was still living",1,0.999558806419373
"12","when the poet was in hospital he felt lame",1,0.994574785232544
"13","makes everything turn sad",0,0.00997760891914368
"14","because he was in hospital",1,0.93252569437027
"15","living near his grannie again",1,0.989538908004761
"16","good because his grannie came",1,0.851891934871674
"17","he was still very lame",1,0.978953957557678
"18","he lost some of his memory",0,0.0311017036437988
"19","in the text it says that he got wounded",0,0.0120738446712494
"20","that he got to see his grannie again",1,0.979581773281097
"21","frightening",0,0.0234951674938202
"22","grannie was a tiny frail old lady",0,0.0245922207832336
"23","his grannie came to see him again",1,0.990796566009521
"24","that grannie could come and visit him",1,0.876647710800171
"25","she wanted him to write to her",0,0.0364729464054108
"26","to see his grannie",1,0.875791311264038
"27","wanting the grannie to come and see him",0,0.971436083316803
"28","the grannie coming back",0,0.0445472598075867
"29","he got to write to his grannie to see if she could visit",1,0.0810380280017853
"30","he was able to write to his gran",0,0.161042451858521
"31","the poet saw his granne",1,0.592694640159607
"32","his granny came to visit him",1,0.949293494224548
"33","it bought back memorys",0,0.0378621518611908
"34","he was able to see his grannie again which he was shocked that she was still living",1,0.948686182498932
"35","him seeing his grannie some more",1,0.0602316558361053
"36","he asked her to vist him",0,0.13288938999176
"37","that he was in hospital after war",1,0.880493521690369
"38","that he was brought back to his grannies home",1,0.997921586036682
"39","very lame",1,0.920462250709534
"40","that he was in the same town where his nan was living",1,0.999021708965302
"41","it took him to the town his grannma lived in so he could see her",1,0.997213244438171
"42","the shock he received",0,0.101390361785889
"43","it brung him close to a small town where she was living still",1,0.998273432254791
"44","he had to go to the hospital and was still very lame",1,0.998627841472626
"45","it brought him back to the city where his granny was",1,0.998052060604095
"46","one effect was that he thought he was lame",1,0.965549349784851
"47","someone got woonded",0,0.0305732488632202
"48","it made you feel sad and worried",0,0.0110569000244141
"49","it shown that he had grown up",0,0.0296639502048492
"50","he was put in a hospital near his grannie was still living",1,0.99672669172287
"51","i became a solider",0,0.0229480266571045
"52","pushed me",0,0.0206891596317291
"53","he got to meet his grannie again",1,0.989900827407837
"54","and was wounded",0,0.0191354751586914
"55","i think because he was back home in hospital",1,0.980146408081055
"56","that he was a brave man",0,0.0252659022808075
"57","he was wounded while being in france",0,0.0252436995506287
"58","he got to see his grannie and love lit up the day",1,0.0178619921207428
"59","tragic",0,0.0338220298290253
"60","he was back home in hospital",1,0.988603711128235
"61","he could write to grannie and ask her to come and visit",1,0.0372418463230133
"62","broke out",0,0.0156496465206146
"63","he was back in his grandmothers town",1,0.951675415039062
"64","he chould see his grannie",1,0.922013878822327
"65","that he saw his grannie again",1,0.972911238670349
"66","the poet got to see his grannie again",1,0.964950799942017
"67","she would stand mountainous between me and my fear",0,0.0192605257034302
"68","that he was wounded while in france",0,0.0109051764011383
"69","he moved nearer too his grannie",1,0.812956213951111
