"","validationtext","y_val","predictions"
"1","he was taken to a hospital near his grandma",1,0.997617483139038
"2","he was in a hospital near where his gran lives",1,0.999741196632385
"3","one effect was that because he was injured he went to the hospital where his grannie lived",1,0.999960541725159
"4","i broke out and became a soilder",0,0.0151101052761078
"5","it made him come closer to where grannie lives",1,0.998229742050171
"6","hes bin brought back home",1,0.968144416809082
"7","he was hurt while in france",0,0.0100587010383606
"8","he couldn't see granny",0,0.0954566299915314
"9","the shock he received",0,0.0322081446647644
"10","that he was missing his grannie",0,0.718237578868866
"11","he realised he was in the town where his grannie still lived",1,0.999813795089722
"12","he was in the same town as his grannie",1,0.972667455673218
"13","it brought him and his grannie together",1,0.954021334648132
"14","the hospital was close to his grandma's house",1,0.976199269294739
"15","the poet went to hospital then went home",1,0.994174301624298
"16","he got to his grannie again",1,0.99093496799469
"17","he can't walk because he is lame",1,0.989469647407532
"18","he got to meet his grannie",1,0.982929468154907
"19","it made you feel sorry for him",0,0.00990965962409973
"20","that is was very dreary and boring",0,0.0176594257354736
"21","he had gone back to that small town where she was still living",1,0.99822211265564
"22","he got wounded by getting shot",0,0.0237908363342285
"23","war broke out",0,0.00606474280357361
"24","he was in pain but happy",0,0.295613199472427
"25","a soldier got wounded",0,0.00790616869926453
"26","he was brought to the small town where she was living in",1,0.999150156974792
"27","lame in hositill",1,0.916950941085815
"28","that he got to see his granny",1,0.976818740367889
"29","that the poet became lame",1,0.908927261829376
"30","it had brought him closer to his grannie",1,0.991994023323059
"31","she could see him again",1,0.976456046104431
"32","it brought him closer to were his granny lived",1,0.999826192855835
"33","he went back home to the hospital",1,0.995926976203918
"34","a soldier was wounded in france",0,0.0080101490020752
"35","when he went home and he was in hospital and still lame wonded while in france",1,0.0360651016235352
"36","it says wounded",0,0.00918999314308167
"37","he couldn't visit grannie she had to visit him",1,0.0490196347236633
"38","happy because he could see here again",1,0.990842938423157
"39","it made the mood change by making it seem happy and jolly at the beginning and then he gets hurt which makes it sad",0,0.0137981474399567
"40","he seized the chance to write to her",0,0.0176642537117004
"41","he realised the circumstance and it had bought him close to his home town",1,0.859883427619934
"42","it affected how his granny felt and gave a devastating effect on his granny because nobody would want to see their grandson injured from the war",0,0.0268611013889313
"43","he went back to the town she was living in",1,0.995562732219696
"44","she wanted him to write to her",0,0.0256339311599731
"45","he went home",1,0.957221984863281
"46","it brought him close to that small town",0,0.0336915850639343
"47","he got to see her",1,0.920072793960571
"48","he felt very lame being in jured in war",1,0.986867129802704
"49","that he could see his granny again",1,0.960290670394897
"50","it means he goes to hospital then grannie comes",1,0.972977042198181
"51","that he was close to the small town",0,0.0390148758888245
"52","it gave the poem a darker twist",0,0.0184073746204376
"53","it was shocking",0,0.0296623706817627
"54","shock",0,0.016065239906311
"55","good because he got to see his granny again",1,0.987333297729492
"56","going to the hospital",1,0.888070106506348
"57","it makes you a bit worried and sorry that he got injured",0,0.0085606575012207
"58","when the poet was in hospital he felt lame",1,0.996258020401001
"59","he could not stop thinking about his grannie",0,0.767911791801453
"60","a soldier and was wounded while in france",0,0.00445032119750977
"61","his granny visits him",1,0.117180645465851
"62","was wounded while in france",0,0.00588908791542053
"63","getting closer and visiting grannie",1,0.970444202423096
"64","it showes his grannie cares for him",0,0.0362319648265839
"65","that he was brought back in the small town",0,0.0986647307872772
"66","and was wounded",0,0.0099068284034729
"67","going back to his grannie's hometown and remembering her",1,0.871639609336853
"68","that he saw his grannie again",1,0.98817390203476
"69","he was older and when grannie came she was small compared to him",0,0.939307808876038
"70","it brought him back to his grannie",1,0.964196860790253
"71","he was brought back to wear grannie lives",1,0.995811522006989
"72","it helped him see his grandma again",1,0.973545432090759
"73","his grannie",0,0.0578329563140869
"74","he was lam",1,0.0349032878875732
"75","he got to see his grannie agian",1,0.969649910926819
"76","they went to the town their grannie used to live",1,0.922768354415894
"77","brought him close to that small town",0,0.0386978983879089
"78","she would stand mountainous between me and my fear",0,0.01350998878479
"79","a solidier and was wounded while in france",0,0.00556650757789612
"80","realising the circumstance",0,0.00714018940925598
"81","he was in hospital near where he used to live",1,0.989569544792175
"82","that he was near where his granny lived",1,0.999800801277161
"83","to show how caring the grannie was",0,0.0355130136013031
"84","wounded and lame",1,0.252345681190491
"85","that she whent back to her town",1,0.232974380254745
"86","he realised the circumstances",0,0.0301187336444855
"87","he got clocer to home",1,0.987005949020386
"88","brought him to a small town where his grannie still lived",1,0.999894499778748
"89","the one effect was that ehen hes injured he goes to the town where granny lived",1,0.998338460922241
"90","he remembered his granny",0,0.579479575157166
"91","it brought him close to the small town where she lived",1,0.999850869178772
"92","he got to go home to near where his grannie lives",1,0.999848246574402
"93","to ask to write to her and ask to see if she could visit",0,0.0527085959911346
"94","he was close to the town where grannie lived",1,0.999505400657654
"95","he was in a hospital back home",1,0.998166680335999
"96","it said the hospital was lame",0,0.985812842845917
"97","he was seing things",0,0.0982993543148041
"98","he could get to see his granny again",1,0.981969952583313
"99","it had brought him closer to where she was living",1,0.999338030815125
"100","that circumstance had brought him close to a town where grannie was living",1,0.998712420463562
"101","it shown that he had grown up",0,0.345640063285828
"102","that he had to go in the lame hospital",1,0.965073227882385
"103","grannie had become very old",0,0.0354644954204559
"104","he realized how close he was to the town she lived in",1,0.996483027935028
"105","fear",0,0.0153043866157532
"106","had brought him close to that small town where she was living still",1,0.998121321201324
"107","he as near his granny vilage",1,0.984160780906677
"108","they got injured",0,0.0238939225673676
"109","he relised the circumstances",0,0.0444130003452301
"110","he was still close to his grannie",1,0.978265762329102
"111","i knew that",0,0.0123040676116943
"112","in the text it says that he got wounded",0,0.0133698284626007
"113","his grannie came to visit",1,0.857309818267822
"114","he was near to his grannies town",1,0.99227237701416
"115","it happened fast but it wasn't bad",0,0.0381110906600952
"116","it made you give symapthy",0,0.0199254155158997
"117","he saw his granny in hospital",1,0.989753246307373
"118","one effect was he suddenly relized his was in the small town were his grannie lived",1,0.999656796455383
"119","he was bored",0,0.0203337669372559
"120","and the poet was wounded while in france",0,0.00553974509239197
"121","he was wouded",0,0.0310936272144318
"122","you go back home to hospital",1,0.974742710590363
"123","glad because he was near his gran",1,0.989752054214478
"124","he was sent to hospital",1,0.972287058830261
"125","had bought me close to that small town",0,0.018160343170166
"126","so circumstances could bring him back to where his granny lived",1,0.999911427497864
"127","grannie became frail and small",0,0.0273330509662628
"128","he was lame",1,0.931417942047119
"129","that circumstance had brought him close to that small town where is grannie was still living",1,0.992357015609741
"130","he was feeling lame",1,0.974025845527649
"131","she was shocked",0,0.0238631367683411
"132","that he was in the same town where his nan was living",1,0.998947262763977
"133","war breaking out",0,0.00785914063453674
