"","validationtext","y_val","predictions"
"1","he was brought to a close town were grannie still lived",1,0.999201536178589
"2","that he was back home but in hospital",1,0.986206293106079
"3","he got closer to his grannie",1,0.993671059608459
"4","broke out and he became a soldier in france",0,0.0248501300811768
"5","he became very lame",1,0.969753384590149
"6","it had brought him close to the small town",0,0.0857996642589569
"7","seized",0,0.0260864198207855
"8","that he saw his grannie when she came to visit him",1,0.985623717308044
"9","that the poet is safe with his gannie but not safe without her",0,0.0355059802532196
"10","his grannie could visit him in hospital",1,0.97486013174057
"11","he relized that circumstance had bought him close to that small town",0,0.0526598691940308
"12","he has brought to a town were grannie lives",1,0.998322904109955
"13","so he would see his grannie",1,0.966292858123779
"14","she would stand mountainous between me and my fear",0,0.0533584356307983
"15","he got to see his granny again",1,0.994451820850372
"16","brought me close to the small town where she lived",1,0.99979555606842
"17","he found it lame",0,0.975564241409302
"18","it made the mood change by making it seem happy and jolly at the beginning and then he gets hurt which makes it sad",0,0.0551964044570923
"19","he was taken to his grandma's town",1,0.968238890171051
"20","it shows how much he cared",0,0.0243476033210754
"21","he was bored",0,0.0536762773990631
"22","that the hospital was near where his grannie lived",1,0.999484121799469
"23","he went back home",1,0.99124413728714
"24","home in hospital",1,0.971879243850708
"25","he got wounded by getting shot",0,0.25115954875946
"26","it brought him close to the small town where grannie lived",1,0.999886035919189
"27","he couldn't remember his grannie that vividly",0,0.644237756729126
"28","he was taken to his grannie's town",1,0.969941139221191
"29","going to hospital",1,0.932563245296478
"30","wonded",0,0.0444633066654205
"31","that he was in hospital after war",1,0.944188892841339
"32","it was a bad day",0,0.0470715463161469
"33","he went back to the town she was living in",1,0.993909120559692
"34","it said back home in hospital",1,0.990795016288757
"35","he can not walk",1,0.565664827823639
"36","the soldier gets injured and gets taken home he also goes to the hospital near his gran",1,0.995248198509216
"37","because he said i realised suddenly that circumstance had brought me close to that small town were she lived still",1,0.99855637550354
"38","that he was happy when she visited him",1,0.711890578269958
"39","his granny could come and see him",1,0.960551619529724
"40","his grannie came",1,0.326748609542847
"41","it made the poem sound sad",0,0.0107454657554626
"42","he got wounded this is my answer",0,0.750985324382782
"43","that circumstance had brought the poet close to that small town where she was living still",1,0.998949408531189
"44","a soldier was wounded",0,0.0250566005706787
"45","shock",0,0.0262282490730286
"46","a sad effect",0,0.0311685502529144
"47","back home in hospital still very lame",1,0.998170793056488
"48","he could not stop thinking about his grannie",0,0.0624143481254578
"49","i believe its because this might also be about world war i or ii",0,0.0539436340332031
"50","the poet ended up where his granny lived",1,0.999254703521729
"51","he was close to town where his granny was and living still",1,0.998928904533386
"52","that he was near his grannie's house",1,0.987833857536316
"53","he couldn't be a soldier",1,0.0215713381767273
"54","it was still lame",1,0.976305484771729
"55","that he was near wear grannie lived",1,0.998278498649597
"56","he was able to write to his gran",0,0.452389478683472
"57","we back home in hosptail",1,0.982419371604919
"58","war breaking out",0,0.0285969376564026
"59","had brought him back to the small town where grannie lived",1,0.999910831451416
"60","he went to hospital",1,0.983217716217041
"61","that it would make him get closer to the town she was living in",1,0.993628978729248
"62","a soldier got wounded",0,0.0211728513240814
"63","his grannie came to visit",1,0.0570797920227051
"64","his grannie shrank",0,0.38175892829895
"65","wounded and lame",1,0.391610890626907
"66","she was living still",0,0.966724455356598
"67","he was sent near his grannie",1,0.98425304889679
"68","he forgott what his grannie looked like",0,0.304072082042694
"69","it made him realise that he needed someone beside him",0,0.0541133284568787
"70","he would see his grannie again",1,0.98284912109375
"71","that he could see his grannie again",1,0.982858657836914
"72","his granny got smaller",0,0.0623472630977631
"73","he had to go home and stay in the hospital ",1,0.988848447799683
"74","wanting the grannie to come and see him",0,0.97372305393219
"75","was wouned later in france",0,0.0244947373867035
"76","the poet got to see his grannie again",1,0.989853322505951
"77","he was brough closer to the town where his grannie was living in",1,0.992944300174713
"78","he came to the place where grannie lived",1,0.999394059181213
"79","it took him to the town his grannma lived in so he could see her",1,0.979916930198669
"80","he was in the same town as his grannie",1,0.982121109962463
"81","happiness",0,0.0415555536746979
"82","he started to write poems",0,0.651295721530914
"83","that circumstance had brought him close to that small town where is grannie was still living",1,0.993520021438599
"84","one effect was that because he was injured he went to the hospital where his grannie lived",1,0.999850869178772
"85","it said he was wounded",0,0.0379799008369446
"86","makes you feel bad but you just got to carry on",0,0.200433343648911
"87","he got closer to home",1,0.99614143371582
"88","he felt very lame being in jured in war",1,0.619786739349365
"89","he came back home",1,0.98893004655838
"90","that grannie had to be in hositbal",0,0.0724882185459137
"91","the grannie was getting and she will be on her own",0,0.240184307098389
"92","they couldn't walk",1,0.429714441299438
"93","he write to ask if she could visit him",0,0.128482520580292
"94","lame because of his wounds",1,0.765548944473267
"95","grannie tunned small",0,0.0413994789123535
"96","visit",0,0.0271790027618408
"97","one effect was he got to see his nan",1,0.994352996349335
"98","brought him to a small town where his grannie still lived",1,0.999736785888672
"99","he broke out",0,0.0275872349739075
