"","validationtext","y_val","predictions"
"1","that the boy was getting injured becuse he whent into the war",0,0.793873131275177
"2","really sooy and panfuly",0,0.0613915026187897
"3","wouned while in france",0,0.0168800354003906
"4","he found it lame",0,0.923542380332947
"5","it brought him and his grannie together",1,0.979650855064392
"6","it was lame",1,0.327333480119705
"7","he could see her in hospital because the hospital was in the same town where grannie lived",1,0.999895691871643
"8","it was upsetting",0,0.0168761014938354
"9","wanting the grannie to come and see him",0,0.973643660545349
"10","she came and visited him",1,0.960049152374268
"11","that the man had been brought back to his grannie",1,0.987321257591248
"12","it says that a solider and was wounded while in france",0,0.0146504938602448
"13","the soldier gets injured and gets taken home he also goes to the hospital near his gran",1,0.99485832452774
"14","he was in pain but happy",0,0.853716850280762
"15","feeling very lame",1,0.969823598861694
"16","because he said i realised suddenly that circumstance had brought me close to that small town were she lived still",1,0.999462366104126
"17","grannie looked very small",0,0.0315544009208679
"18","it made a shiver go down my spine",0,0.0634988248348236
"19","the circumstance had brought me close to the small town where she was living still",1,0.997856736183167
"20","he got to see grannie in hospital",1,0.993215441703796
"21","the grannie coming back",0,0.0533645451068878
"22","it makes you a bit worried and sorry that he got injured",0,0.0176793336868286
"23","that he got closser to her",1,0.666079640388489
"24","his grannie",0,0.0412012338638306
"25","had brought him close to that small town where she was living still",1,0.998412847518921
"26","his grannie wasn't there for him at that time",0,0.260426223278046
"27","he had to go to the hospital",1,0.967334151268005
"28","that he needed his grannie to help him",0,0.143099457025528
"29","he wanted family to support him",0,0.0693972706794739
"30","he was brought closer to where his grannie lived",1,0.999880015850067
"31","he could write to grannie and ask her to come and visit",1,0.112823843955994
"32","she was near the small town where his granny lived",1,0.999942481517792
"33","close",0,0.0333951711654663
"34","it creates atmosphere and shows that without his grannie he maybe isn't so safe but she is always there for him",0,0.0410432517528534
"35","it makes him see his grannie again",1,0.973634362220764
"36","he was lame where he got hurt",1,0.08454430103302
"37","he was in hospital near where he used to live",1,0.998392105102539
"38","it braught him to the town she was still living in",1,0.996127963066101
"39","he went back home in hospital",1,0.997050881385803
"40","he went to a hospital near to where his gran lived",1,0.999842464923859
"41","that he hurt himself badly",0,0.0372672975063324
"42","he got to see his grann again",1,0.988142490386963
"43","it says i became a soilder and was wounded in france",0,0.0265659391880035
"44","his grannie came",1,0.588103652000427
"45","he was close to his grannie",1,0.948539018630981
"46","that he wounded while in france",0,0.0166918337345123
"47","heshe was brought closer were hisher grannie was still living",1,0.994228065013885
"48","it made the mood change by making it seem happy and jolly at the beginning and then he gets hurt which makes it sad",0,0.0873878300189972
"49","that he had realised the the circumstance",0,0.00826936960220337
"50","that grannie could come and visit him",1,0.932554841041565
"51","he was brought closer to his grannie",1,0.993265867233276
"52","he had been brought close to his granny",1,0.971888840198517
"53","he was bored",0,0.0241290032863617
"54","that he got to see his grannie again",1,0.995561242103577
"55","he ended up in hospital in the same small town where she lived",1,0.999970078468323
"56","it helped him see his grandma again",1,0.974249482154846
"57","back home in hospital",1,0.987380146980286
"58","good because he got to see his granny again",1,0.995481371879578
"59","he became very lame",1,0.977319836616516
"60","he was near the place his grannie was living",1,0.977879643440247
"61","he was wounded while in france",0,0.0214423537254333
"62","he could see his grandma",1,0.982375025749207
"63","she was still very lame",1,0.992017149925232
"64","back home",1,0.908075571060181
"65","he was wounded in france",0,0.0299024283885956
"66","the effect was sadness",0,0.0263630747795105
"67","had to go hospital",1,0.659289956092834
"68","he was close to his grannies town",1,0.983677625656128
"69","home in hospital",1,0.966081440448761
"70","had brought me back to that small town where she was living still",1,0.998124241828918
"71","that he ended up near his gran",1,0.986989498138428
"72","having to go to hospital",1,0.961612582206726
"73","that circumstance had brought him close to a town where grannie was living",1,0.999261677265167
"74","that he was in a hospital near home",1,0.998588681221008
"75","he could realisticly see her",1,0.827659130096436
"76","he was in hospital in the town where grannie lived",1,0.999908685684204
"77","one effect was that he thought he was lame",1,0.983662664890289
"78","we back home in hosptail",1,0.947332978248596
"79","hurt",0,0.0187517702579498
"80","going home in the hospital and grannie visiting",1,0.992359399795532
"81","he was wounded while in france because he's lame",1,0.991549551486969
"82","it makes the reader feel sad",0,0.0144758522510529
"83","he was lam",1,0.0315269827842712
"84","alliteration",0,0.0358350574970245
"85","it brought him back to the city where his granny was",1,0.997183680534363
"86","he realised it had brought him close to a small town where she was still living",1,0.999136447906494
"87","it said the hospital was lame",0,0.968685507774353
"88","it had brought him close to his grannie",1,0.977235674858093
"89","that he saw his granny but she was small but he loved her still any way",1,0.0862748026847839
