"","validationtext","y_val","predictions"
"1","the poem went happy to sad when he got injured",0,0.236926883459091
"2","it affected how his granny felt and gave a devastating effect on his granny because nobody would want to see their grandson injured from the war",0,0.0287123322486877
"3","had to go into hospital",1,0.884662866592407
"4","he can not walk",1,0.907992601394653
"5","it brought him to his grannie",1,0.701615929603577
"6","it makes you feel sorry for them",0,0.000700443983078003
"7","that he was happy when she visited him",1,0.922257781028748
"8","because he was wounded he was close to his nan's house and she visited",1,0.959842562675476
"9","really sooy and panfuly",0,0.0530156195163727
"10","the boy was in  the war he ask if is grany  him",0,0.112612575292587
"11","he realised how close he was to the town she lived in",1,0.98620080947876
"12","back in the hospital still very lame",1,0.998489260673523
"13","grannie had become very old",0,0.0274012684822083
"14","to write",0,0.00367262959480286
"15","the grannie was getting and she will be on her own",0,0.0193465948104858
"16","he had to go to the ward",1,0.572908580303192
"17","i became a soldier and was wounded in france",0,0.000387996435165405
"18","his grannie came",1,0.795643270015717
"19","it made the poem sound sad",0,6.93798065185547e-05
"20","being back home in hospital",1,0.991381168365479
"21","so circumstances could bring him back to where his granny lived",1,0.999481379985809
"22","suspence",0,0.00309222936630249
"23","he was near his grannie",1,0.983946442604065
"24","it helped him see his grandma again",1,0.97047233581543
"25","pushed me",0,0.00350069999694824
"26","he got to see grannie",1,0.958636283874512
"27","he got closer to his grannie",1,0.981582581996918
"28","he ended up in a town near his grannies old town he called her",1,0.989298105239868
"29","he got to his grannie again",1,0.985685348510742
"30","he was put in a hospital near his grannie was still living",1,0.997284531593323
"31","his effot was to be with grannie",0,0.0452786386013031
"32","broke out i became a",0,0.00468119978904724
"33","wounded and lame",1,0.700882196426392
"34","he was close to his granny",1,0.950614809989929
"35","he got wounded by getting shot",0,0.0107863247394562
"36","he was feeling lame",1,0.982428073883057
"37","one effect was that because he was injured he went to the hospital where his grannie lived",1,0.999795973300934
"38","it was in france",0,0.00230976939201355
"39","was wounded while in france",0,0.000401675701141357
"40","it made him write to grannie",0,0.000492334365844727
"41","that he was back home but in hospital",1,0.987427115440369
"42","the poet was able to meet his grannie again",1,0.989713430404663
"43","it makes you a bit worried and sorry that he got injured",0,0.00138035416603088
"44","he was close to where granny lived so he asked her to visit him",1,0.973587810993195
"45","that she whent back to her town",1,0.910368919372559
"46","wanting so se his grandmar",0,0.0146589577198029
"47","she was near the small town where his granny lived",1,0.999789237976074
"48","he went back home in hospital",1,0.996120870113373
"49","the poet got to see his grannie again",1,0.979737162590027
"50","one effect is getting injured in france and going back home",1,0.984286069869995
"51","back in hospital very lame",1,0.997679531574249
"52","to show you that when he's still older he still loves her",0,0.989478230476379
"53","i knew that",0,0.00340849161148071
"54","his hospital was near where his grannie",1,0.996569693088531
"55","a quite dark effect sad",0,4.42266464233398e-05
"56","he got very upset",0,0.820587873458862
"57","felt very lame",1,0.964946150779724
"58","at home in hospital",1,0.975987195968628
"59","he realised that circumstance had brought him close to that small town",0,0.0912326872348785
"60","to see his grannie",1,0.92686665058136
"61","he was in the army",0,0.491571605205536
"62","seizing the chance to see grannie",1,0.0995152294635773
"63","brought him close to his grannie",1,0.974110722541809
"64","he had to go hospital",1,0.904986262321472
"65","he gets to see him grannie again",1,0.966325402259827
"66","getting wounded",0,0.000692516565322876
"67","he asked his granni to visit",0,0.738819181919098
"68","that he was a brave man",0,0.00342324376106262
"69","realising that his grannie did so much for him",0,0.0179369449615479
"70","i still vividly recall",0,0.352253317832947
"71","wounded in france",0,0.000731229782104492
"72","they went to the town their grannie used to live",1,0.979630649089813
"73","she could see him again",1,0.974532306194305
"74","he got to visit his grannie",1,0.955884158611298
"75","the effect is he had to go to hospital",1,0.934730052947998
"76","worried for him",0,0.00744229555130005
"77","his gran lived there",1,0.932381749153137
"78","brought him back to the small town she lived in",1,0.994334101676941
"79","in hospitable",1,0.0206784605979919
"80","tragic",0,0.00532275438308716
"81","to visit to him",0,0.134304702281952
"82","it said back home in hospital",1,0.973856508731842
"83","the effect was still remembering her",0,0.957600355148315
"84","his grannie was still there for you",0,0.169986844062805
"85","being a soldier",0,0.000439435243606567
"86","wounded whilst in france",0,0.00406387448310852
"87","realised she was there",0,0.00948637723922729
"88","that he was brought back in the small town",0,0.923225581645966
"89","the grannie was able to see him again at the hospital after along time",1,0.942323327064514
"90","had to go hospital",1,0.756865978240967
"91","it was lame",1,0.798950552940369
"92","it brought him closer to the town that grannie lived in",1,0.989650726318359
"93","that he got to see his grannie again",1,0.982805013656616
"94","he realised the circumstances",0,0.00151464343070984
"95","he saw his grandma",1,0.969278335571289
"96","to see his grandmother",1,0.695641994476318
"97","the poet went to a hospital that his grannie was near by to",1,0.994825005531311
"98","the poet realised the circumstance",0,0.00270220637321472
"99","it brought him close to the small town where grannie lived",1,0.999476194381714
"100","he was wounded in france and went home to the hosptal near the town where his gran was living",1,0.998675227165222
"101","he got close to the town where his granny was",1,0.995707869529724
"102","she came to visit him",1,0.928815484046936
"103","he was taken to hospital",1,0.967645883560181
"104","he ended up in hospital in the same small town where she lived",1,0.999587059020996
"105","he got to see his grannie and love lit up the day",1,0.00457066297531128
"106","he would get to see his grannie",1,0.930233418941498
"107","it had brought him near his grannie",1,0.986232042312622
"108","in hospital still very lame",1,0.998673796653748
"109","he was a soldier",0,0.0053127110004425
"110","it creates atmosphere and shows that without his grannie he maybe isn't so safe but she is always there for him",0,0.0199987590312958
"111","sorry for him",0,0.00133198499679565
"112","hobbled throug the ward were i lay",0,0.55329167842865
"113","he got to see granny again",1,0.985652685165405
"114","that grannie could visit him",1,0.45758730173111
"115","it brought him closer to her",1,0.942791879177094
